question_key	question
Sooth_QGen#b6f2212fe0db	Will the Kalshi YES mid-market price for New York Y (New York Y vs A's) land in the 60-70¢ bucket at game start (2026-05-31)?
Sooth_QGen#b71398683e7e	Will the Kalshi YES mid-market price for Colorado (Milwaukee vs Colorado) land in the 50-60¢ bucket at game start (2026-06-07)?
Sooth_QGen#b72157c82b41	Will the Kalshi YES mid-market price for New York Y (New York Y vs Cleveland) land in the 80-90¢ bucket at game start (2026-06-10)?
Sooth_QGen#b739bf63e468	Will the Kalshi YES mid-market price for Minnesota (St. Louis vs Minnesota) land in the 20-30¢ bucket at game start (2026-06-13)?
Sooth_QGen#b74308a9972c	Will the Kalshi YES mid-market price for Pittsburgh (Minnesota vs Pittsburgh) land in the 10-20¢ bucket at game start (2026-05-31)?
Sooth_QGen#b7560a1e522a	Will the Kalshi YES mid-market price for Arizona (Los Angeles D vs Arizona) land in the 20-30¢ bucket at game start (2026-06-02)?
Sooth_QGen#b7593a689c1d	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Texas) land in the 30-40¢ bucket at game start (2026-05-30)?
Sooth_QGen#b75e77df4a2e	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Milwaukee) land in the 30-40¢ bucket at game start (2026-06-12)?
Sooth_QGen#b767974daf89	Will the Kalshi YES mid-market price for Cincinnati (Will Cincinnati win the Tampa Bay vs Cincinnati Pro Football game) land in the 60-70¢ bucket at game start (2026-09-13)?
Sooth_QGen#b76d7f5bca88	Will the Kalshi YES mid-market price for Minnesota (Chicago WS vs Minnesota) land in the 80-90¢ bucket at game start (2026-06-03)?
Sooth_QGen#b77bda98a5d8	Will the Kalshi YES mid-market price for Chicago WS (Los Angeles D vs Chicago WS) land in the 60-70¢ bucket at game start (2026-06-12)?
Sooth_QGen#b7a92e8af5e9	Will the Kalshi YES mid-market price for Houston (A's vs Houston) land in the 20-30¢ bucket at game start (2026-06-06)?
Sooth_QGen#b7ab943de256	Will the Kalshi YES mid-market price for San Francisco (San Francisco vs Milwaukee) land in the 10-20¢ bucket at game start (2026-06-02)?
Sooth_QGen#b7b4a59d04e4	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Toronto) land in the 50-60¢ bucket at game start (2026-06-09)?
Sooth_QGen#b7b5d01ec779	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Cincinnati) land in the 20-30¢ bucket at game start (2026-06-01)?
Sooth_QGen#b7b9d28d090e	Will the Kalshi YES mid-market price for Los Angeles A (Los Angeles A vs Los Angeles D) land in the 40-50¢ bucket at game start (2026-06-06)?
Sooth_QGen#b7c14c4d2a08	Will the Kalshi YES mid-market price for Miami (Miami vs New York M) land in the 80-90¢ bucket at game start (2026-05-29)?
Sooth_QGen#b7cf07d0deff	Will the Kalshi YES mid-market price for New York Y (Boston vs New York Y) land in the 20-30¢ bucket at game start (2026-06-05)?
Sooth_QGen#b7d3b43a88c1	Will the Kalshi YES mid-market price for San Diego (San Diego vs Washington) land in the 60-70¢ bucket at game start (2026-05-31)?
Sooth_QGen#b7d5bfae236a	Will the Kalshi YES mid-market price for Cincinnati (Kansas City vs Cincinnati) land in the 90-100¢ bucket at game start (2026-06-02)?
Sooth_QGen#b7d7d2455f9e	Will the Kalshi YES mid-market price for San Diego (New York M vs San Diego) land in the 50-60¢ bucket at game start (2026-06-07)?
Sooth_QGen#b7de2eb7770b	Will the Kalshi YES mid-market price for Minnesota (Minnesota vs Detroit) land in the 50-60¢ bucket at game start (2026-06-11)?
Sooth_QGen#b7e4725a6452	Will the Kalshi YES mid-market price for Washington (Miami vs Washington) land in the 90-100¢ bucket at game start (2026-06-03)?
Sooth_QGen#b7edb8f4a408	Will the Kalshi YES mid-market price for Seattle (Seattle vs Detroit) land in the 80-90¢ bucket at game start (2026-06-07)?
Sooth_QGen#b7f1645c13c2	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs A's) land in the 30-40¢ bucket at game start (2026-06-09)?
Sooth_QGen#b7f362c81793	Will the Kalshi YES mid-market price for Cincinnati (Cincinnati vs San Diego) land in the 80-90¢ bucket at game start (2026-06-10)?
Sooth_QGen#b7f8fa9bbb92	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Washington) land in the 80-90¢ bucket at game start (2026-06-15)?
Sooth_QGen#b801cad456c2	Will the Kalshi YES mid-market price for Cleveland (New York Y vs Cleveland) land in the 50-60¢ bucket at game start (2026-06-10)?
Sooth_QGen#b80a43e64aa4	Will the Kalshi YES mid-market price for Houston (A's vs Houston) land in the 90-100¢ bucket at game start (2026-06-06)?
Sooth_QGen#b8208da311f1	Will the Kalshi YES mid-market price for Los Angeles A (Houston vs Los Angeles A) land in the 60-70¢ bucket at game start (2026-06-10)?
Sooth_QGen#b82a4cfcee45	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs Chicago WS) land in the 40-50¢ bucket at game start (2026-06-10)?
Sooth_QGen#b8317726d102	Will the Kalshi YES mid-market price for Cincinnati (Kansas City vs Cincinnati) land in the 40-50¢ bucket at game start (2026-06-01)?
Sooth_QGen#b835d42cc037	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Chicago WS) land in the 80-90¢ bucket at game start (2026-06-12)?
Sooth_QGen#b83dd42fe630	Will the Kalshi YES mid-market price for Colorado (Milwaukee vs Colorado) land in the 0-10¢ bucket at game start (2026-06-07)?
Sooth_QGen#b84a72bb6088	Will the Kalshi YES mid-market price for Texas (Texas vs Boston) land in the 40-50¢ bucket at game start (2026-06-14)?
Sooth_QGen#b85dcb1f486c	Will the Kalshi YES mid-market price for Miami (Miami vs Pittsburgh) land in the 0-10¢ bucket at game start (2026-06-13)?
Sooth_QGen#b86ce4a2b210	Will the Kalshi YES mid-market price for Texas (Texas vs Kansas City) land in the 90-100¢ bucket at game start (2026-06-11)?
Sooth_QGen#b88e45b96a6a	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Cincinnati) land in the 0-10¢ bucket at game start (2026-06-01)?
Sooth_QGen#b8937c2e9aec	Will the Kalshi YES mid-market price for Houston (Milwaukee vs Houston) land in the 40-50¢ bucket at game start (2026-05-30)?
Sooth_QGen#b8952f9f59b5	Will the Kalshi YES mid-market price for St. Louis (St. Louis vs New York M) land in the 90-100¢ bucket at game start (2026-06-11)?
Sooth_QGen#b8abb5315ef5	Will the Kalshi YES mid-market price for Boston (Baltimore vs Boston) land in the 60-70¢ bucket at game start (2026-06-03)?
Sooth_QGen#b8abcfa2953b	Will the Kalshi YES mid-market price for Las Vegas (Will Las Vegas win the Miami vs Las Vegas Pro Football game) land in the 60-70¢ bucket at game start (2026-09-13)?
Sooth_QGen#b8b0140dee3f	Will the Kalshi YES mid-market price for Atlanta (Pittsburgh vs Atlanta) land in the 10-20¢ bucket at game start (2026-06-05)?
Sooth_QGen#b8b9ef6a51a8	Will the Kalshi YES mid-market price for Cincinnati (Kansas City vs Cincinnati) land in the 10-20¢ bucket at game start (2026-06-01)?
Sooth_QGen#b8d688884e38	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Los Angeles D) land in the 50-60¢ bucket at game start (2026-05-31)?
Sooth_QGen#b8dd99b229aa	Will the Kalshi YES mid-market price for Boston (Texas vs Boston) land in the 10-20¢ bucket at game start (2026-06-13)?
Sooth_QGen#b8f2b0d650eb	Will the Kalshi YES mid-market price for A's (New York Y vs A's) land in the 40-50¢ bucket at game start (2026-05-31)?
Sooth_QGen#b8f3a0154524	Will the Kalshi YES mid-market price for St. Louis (Texas vs St. Louis) land in the 30-40¢ bucket at game start (2026-06-02)?
Sooth_QGen#b8f517ebe4da	Will the Kalshi YES mid-market price for Chicago C (Chicago C vs St. Louis) land in the 90-100¢ bucket at game start (2026-05-29)?
Sooth_QGen#b8ff7c22bd71	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Toronto) land in the 0-10¢ bucket at game start (2026-06-09)?
Sooth_QGen#b90cf161213b	Will the Kalshi YES mid-market price for St. Louis (St. Louis vs New York M) land in the 40-50¢ bucket at game start (2026-06-11)?
Sooth_QGen#b91c6471fdfc	Will the Kalshi YES mid-market price for Minnesota (St. Louis vs Minnesota) land in the 70-80¢ bucket at game start (2026-06-13)?
Sooth_QGen#b923813bca5b	Will the Kalshi YES mid-market price for San Antonio (Game 4: San Antonio at New York) land in the 60-70¢ bucket at game start (2026-06-11)?
Sooth_QGen#b93d9a386bef	Will the Kalshi YES mid-market price for Colorado (San Francisco vs Colorado) land in the 90-100¢ bucket at game start (2026-05-31)?
Sooth_QGen#b9491fb80dba	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Texas) land in the 30-40¢ bucket at game start (2026-05-30)?
Sooth_QGen#b957f677efde	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Chicago WS) land in the 60-70¢ bucket at game start (2026-06-13)?
Sooth_QGen#b967f7b0004d	Will the Kalshi YES mid-market price for Houston (A's vs Houston) land in the 70-80¢ bucket at game start (2026-06-06)?
Sooth_QGen#b9748d21de13	Will the Kalshi YES mid-market price for Chicago C (A's vs Chicago C) land in the 70-80¢ bucket at game start (2026-06-05)?
Sooth_QGen#b97bbee31e25	Will the Kalshi YES mid-market price for Texas (Texas vs St. Louis) land in the 70-80¢ bucket at game start (2026-06-01)?
Sooth_QGen#b988653ea069	Will the Kalshi YES mid-market price for Colorado (San Francisco vs Colorado) land in the 50-60¢ bucket at game start (2026-05-31)?
Sooth_QGen#b98dc9ae028f	Will the Kalshi YES mid-market price for Tampa Bay (Boston vs Tampa Bay) land in the 40-50¢ bucket at game start (2026-06-08)?
Sooth_QGen#b9b398d8d860	Will the Kalshi YES mid-market price for Los Angeles A (Houston vs Los Angeles A) land in the 0-10¢ bucket at game start (2026-06-10)?
Sooth_QGen#b9c89fa146da	Will the Kalshi YES mid-market price for New York Y (Boston vs New York Y) land in the 90-100¢ bucket at game start (2026-06-05)?
Sooth_QGen#b9d4a80389cd	Will the Kalshi YES mid-market price for Cincinnati (Kansas City vs Cincinnati) land in the 70-80¢ bucket at game start (2026-06-01)?
Sooth_QGen#b9df61bfe543	Will the Kalshi YES mid-market price for Toronto (Baltimore vs Toronto) land in the 0-10¢ bucket at game start (2026-06-07)?
Sooth_QGen#b9ea8e980f16	Will the Kalshi YES mid-market price for Pittsburgh (Pittsburgh vs Houston) land in the 70-80¢ bucket at game start (2026-06-04)?
Sooth_QGen#b9edd3dfb77e	Will the Kalshi YES mid-market price for Miami (Miami vs Washington) land in the 80-90¢ bucket at game start (2026-06-03)?
Sooth_QGen#b9f50720c3b3	Will the Kalshi YES mid-market price for Seattle (Seattle vs Washington) land in the 10-20¢ bucket at game start (2026-06-14)?
Sooth_QGen#b9fd573ac775	Will the Kalshi YES mid-market price for A's (Colorado vs A's) land in the 40-50¢ bucket at game start (2026-06-13)?
Sooth_QGen#ba2fda794820	Will the Kalshi YES mid-market price for Arizona (Los Angeles D vs Arizona) land in the 20-30¢ bucket at game start (2026-06-05)?
Sooth_QGen#ba46a1be444a	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles A vs Los Angeles D) land in the 10-20¢ bucket at game start (2026-06-07)?
Sooth_QGen#ba47716c080b	Will the Kalshi YES mid-market price for San Diego (San Diego vs Baltimore) land in the 40-50¢ bucket at game start (2026-06-13)?
Sooth_QGen#ba51ce2aad0f	Will the Kalshi YES mid-market price for MTL Canadiens (Game 5: Montreal at Carolina) land in the 60-70¢ bucket at game start (2026-05-30)?
Sooth_QGen#ba699c0315ec	Will the Kalshi YES mid-market price for Pittsburgh (Miami vs Pittsburgh) land in the 40-50¢ bucket at game start (2026-06-13)?
Sooth_QGen#ba7336427a86	Will the Kalshi YES mid-market price for Minnesota (Chicago WS vs Minnesota) land in the 10-20¢ bucket at game start (2026-06-02)?
Sooth_QGen#ba7890baf59e	Will the Kalshi YES mid-market price for Cincinnati (Atlanta vs Cincinnati) land in the 20-30¢ bucket at game start (2026-05-31)?
Sooth_QGen#ba7e103ab003	Will the Kalshi YES mid-market price for Arizona (Arizona vs Miami) land in the 70-80¢ bucket at game start (2026-06-10)?
Sooth_QGen#ba891b27146a	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Los Angeles A) land in the 40-50¢ bucket at game start (2026-06-13)?
Sooth_QGen#ba8f360f845a	Will the Kalshi YES mid-market price for Chicago C (San Francisco vs Chicago C) land in the 0-10¢ bucket at game start (2026-06-08)?
Sooth_QGen#ba940cd560fe	Will the Kalshi YES mid-market price for Milwaukee (San Francisco vs Milwaukee) land in the 20-30¢ bucket at game start (2026-06-04)?
Sooth_QGen#ba960ab726d7	Will the Kalshi YES mid-market price for Miami (Miami vs Pittsburgh) land in the 70-80¢ bucket at game start (2026-06-13)?
Sooth_QGen#baa3d1d6c8f8	Will the Kalshi YES mid-market price for A's (A's vs Houston) land in the 80-90¢ bucket at game start (2026-06-06)?
Sooth_QGen#bab109e1c329	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Toronto) land in the 60-70¢ bucket at game start (2026-06-09)?
Sooth_QGen#bad152b01f32	Will the Kalshi YES mid-market price for New York (Game 4: San Antonio at New York) land in the 40-50¢ bucket at game start (2026-06-11)?
Sooth_QGen#badb4a023823	Will the Kalshi YES mid-market price for Baltimore (San Diego vs Baltimore) land in the 90-100¢ bucket at game start (2026-06-13)?
Sooth_QGen#badb946800ee	Will the Kalshi YES mid-market price for Houston (Milwaukee vs Houston) land in the 90-100¢ bucket at game start (2026-05-30)?
Sooth_QGen#bae2b8c0b2f4	Will the Kalshi YES mid-market price for Miami (Arizona vs Miami) land in the 70-80¢ bucket at game start (2026-06-09)?
Sooth_QGen#bae4c76e0aea	Will the Kalshi YES mid-market price for Chicago C (Chicago C vs San Francisco) land in the 10-20¢ bucket at game start (2026-06-14)?
Sooth_QGen#baef81369770	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Los Angeles A) land in the 80-90¢ bucket at game start (2026-06-14)?
Sooth_QGen#baf526445178	Will the Kalshi YES mid-market price for Minnesota (St. Louis vs Minnesota) land in the 10-20¢ bucket at game start (2026-06-14)?
Sooth_QGen#baf7bfee7e1a	Will the Kalshi YES mid-market price for CAR Hurricanes (Game 5: Vegas at Carolina) land in the 50-60¢ bucket at game start (2026-06-12)?
Sooth_QGen#baf96046cbb5	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Toronto) land in the 10-20¢ bucket at game start (2026-06-09)?
Sooth_QGen#bb0668778bbc	Will the Kalshi YES mid-market price for Pittsburgh (Pittsburgh vs Houston) land in the 20-30¢ bucket at game start (2026-06-04)?
Sooth_QGen#bb09d3d795b5	Will the Kalshi YES mid-market price for Miami (Miami vs New York M) land in the 20-30¢ bucket at game start (2026-05-29)?
Sooth_QGen#bb09dd1fb35f	Will the Kalshi YES mid-market price for Detroit (Detroit vs Chicago WS) land in the 80-90¢ bucket at game start (2026-05-31)?
Sooth_QGen#bb2930b6f6c8	Will the Kalshi YES mid-market price for San Antonio (Game 3: San Antonio at New York) land in the 20-30¢ bucket at game start (2026-06-09)?
Sooth_QGen#bb33186be875	Will the Kalshi YES mid-market price for Los Angeles A (Colorado vs Los Angeles A) land in the 40-50¢ bucket at game start (2026-06-04)?
Sooth_QGen#bb426a549aa9	Will the Kalshi YES mid-market price for Cleveland (Cleveland vs Texas) land in the 10-20¢ bucket at game start (2026-06-06)?
Sooth_QGen#bb59eaa35969	Will the Kalshi YES mid-market price for Los Angeles A (Colorado vs Los Angeles A) land in the 60-70¢ bucket at game start (2026-06-04)?
Sooth_QGen#bb67d0f3a6f6	Will the Kalshi YES mid-market price for Chicago C (A's vs Chicago C) land in the 0-10¢ bucket at game start (2026-06-04)?
Sooth_QGen#bb721e66159b	Will the Kalshi YES mid-market price for Washington (Seattle vs Washington) land in the 80-90¢ bucket at game start (2026-06-13)?
Sooth_QGen#bb7607890a2f	Will the Kalshi YES mid-market price for Texas (Texas vs Kansas City) land in the 50-60¢ bucket at game start (2026-06-10)?
Sooth_QGen#bb76185835c3	Will the Kalshi YES mid-market price for New York M (New York M vs Seattle) land in the 70-80¢ bucket at game start (2026-06-03)?
Sooth_QGen#bb77f9966627	Will the Kalshi YES mid-market price for Cincinnati (Atlanta vs Cincinnati) land in the 80-90¢ bucket at game start (2026-05-30)?
Sooth_QGen#bb79fbfc1b65	Will the Kalshi YES mid-market price for Seattle (Seattle vs Washington) land in the 20-30¢ bucket at game start (2026-06-12)?
Sooth_QGen#bb7f90951eca	Will the Kalshi YES mid-market price for A's (A's vs Chicago C) land in the 30-40¢ bucket at game start (2026-06-03)?
Sooth_QGen#bb87a406d928	Will the Kalshi YES mid-market price for Los Angeles A (Houston vs Los Angeles A) land in the 80-90¢ bucket at game start (2026-06-09)?
Sooth_QGen#bb87bb251ca6	Will the Kalshi YES mid-market price for Pittsburgh (Pittsburgh vs Atlanta) land in the 0-10¢ bucket at game start (2026-06-06)?
Sooth_QGen#bb88b5024ab6	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Miami) land in the 90-100¢ bucket at game start (2026-06-06)?
Sooth_QGen#bb8affba4960	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Texas) land in the 80-90¢ bucket at game start (2026-05-31)?
Sooth_QGen#bb9ff52d7438	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Minnesota) land in the 90-100¢ bucket at game start (2026-06-04)?
Sooth_QGen#bba1a7ebf8bb	Will the Kalshi YES mid-market price for San Antonio (Game 5: New York at San Antonio) land in the 70-80¢ bucket at game start (2026-06-14)?
Sooth_QGen#bba3b914dc3b	Will the Kalshi YES mid-market price for Miami (Arizona vs Miami) land in the 10-20¢ bucket at game start (2026-06-09)?
Sooth_QGen#bbb43690b21b	Will the Kalshi YES mid-market price for Toronto (Toronto vs Atlanta) land in the 90-100¢ bucket at game start (2026-06-03)?
Sooth_QGen#bbd6c509fff5	Will the Kalshi YES mid-market price for Minnesota (Kansas City vs Minnesota) land in the 10-20¢ bucket at game start (2026-06-06)?
Sooth_QGen#bbe2a6142d64	Will the Kalshi YES mid-market price for Cleveland (New York Y vs Cleveland) land in the 80-90¢ bucket at game start (2026-06-08)?
Sooth_QGen#bc045784da26	Will the Kalshi YES mid-market price for Arizona (Arizona vs Seattle) land in the 40-50¢ bucket at game start (2026-05-31)?
Sooth_QGen#bc0cbfedf34e	Will the Kalshi YES mid-market price for Colorado (Colorado vs Chicago C) land in the 20-30¢ bucket at game start (2026-06-16)?
Sooth_QGen#bc1555491f67	Will the Kalshi YES mid-market price for Arizona (Will Arizona win the Arizona vs Los Angeles C Pro Football game) land in the 20-30¢ bucket at game start (2026-09-13)?
Sooth_QGen#bc2295a4e3e8	Will the Kalshi YES mid-market price for Seattle (Seattle vs Washington) land in the 90-100¢ bucket at game start (2026-06-14)?
Sooth_QGen#bc25ffaae104	Will the Kalshi YES mid-market price for New York M (New York M vs San Diego) land in the 60-70¢ bucket at game start (2026-06-06)?
Sooth_QGen#bc2f2ee10a22	Will the Kalshi YES mid-market price for Baltimore (Seattle vs Baltimore) land in the 80-90¢ bucket at game start (2026-06-10)?
Sooth_QGen#bc3286fc2312	Will the Kalshi YES mid-market price for Chicago C (Colorado vs Chicago C) land in the 70-80¢ bucket at game start (2026-06-16)?
Sooth_QGen#bc45a6a7f778	Will the Kalshi YES mid-market price for Los Angeles A (Tampa Bay vs Los Angeles A) land in the 20-30¢ bucket at game start (2026-06-14)?
Sooth_QGen#bc45cdbcf783	Will the Kalshi YES mid-market price for Milwaukee (San Francisco vs Milwaukee) land in the 10-20¢ bucket at game start (2026-06-04)?
Sooth_QGen#bc4730ef6763	Will the Kalshi YES mid-market price for Seattle (New York M vs Seattle) land in the 10-20¢ bucket at game start (2026-06-03)?
Sooth_QGen#bc4b85cdfa58	Will the Kalshi YES mid-market price for Texas (Kansas City vs Texas) land in the 0-10¢ bucket at game start (2026-05-31)?
Sooth_QGen#bc65df509da4	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Los Angeles A) land in the 60-70¢ bucket at game start (2026-06-14)?
Sooth_QGen#bc6748dceef2	Will the Kalshi YES mid-market price for Detroit (Minnesota vs Detroit) land in the 0-10¢ bucket at game start (2026-06-09)?
Sooth_QGen#bc7ec51e4230	Will the Kalshi YES mid-market price for Miami (Miami vs New York M) land in the 10-20¢ bucket at game start (2026-05-31)?
Sooth_QGen#bc80011f836a	Will the Kalshi YES mid-market price for Los Angeles A (Houston vs Los Angeles A) land in the 80-90¢ bucket at game start (2026-06-11)?
Sooth_QGen#bc842c4d1137	Will the Kalshi YES mid-market price for A's (Colorado vs A's) land in the 20-30¢ bucket at game start (2026-06-14)?
Sooth_QGen#bc8a3c9c2ba1	Will the Kalshi YES mid-market price for New Orleans (Will New Orleans win the New Orleans vs Detroit Pro Football game) land in the 90-100¢ bucket at game start (2026-09-13)?
Sooth_QGen#bc8ce9e3ae1a	Will the Kalshi YES mid-market price for Baltimore (Baltimore vs Toronto) land in the 40-50¢ bucket at game start (2026-06-05)?
Sooth_QGen#bcaae75fe5c0	Will the Kalshi YES mid-market price for San Francisco (San Francisco vs Milwaukee) land in the 60-70¢ bucket at game start (2026-06-01)?
Sooth_QGen#bcb168a38d90	Will the Kalshi YES mid-market price for Baltimore (San Diego vs Baltimore) land in the 80-90¢ bucket at game start (2026-06-14)?
Sooth_QGen#bcb7b908c245	Will the Kalshi YES mid-market price for Washington (San Diego vs Washington) land in the 30-40¢ bucket at game start (2026-05-30)?
Sooth_QGen#bcb7f37618a5	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs A's) land in the 0-10¢ bucket at game start (2026-06-11)?
Sooth_QGen#bccec6038110	Will the Kalshi YES mid-market price for Los Angeles C (Will Los Angeles C win the Arizona vs Los Angeles C Pro Football game) land in the 50-60¢ bucket at game start (2026-09-13)?
Sooth_QGen#bcdf1e9e1d17	Will the Kalshi YES mid-market price for Cleveland (Boston vs Cleveland) land in the 30-40¢ bucket at game start (2026-05-31)?
Sooth_QGen#bce53b6fd603	Will the Kalshi YES mid-market price for Chicago C (A's vs Chicago C) land in the 90-100¢ bucket at game start (2026-06-05)?
Sooth_QGen#bcf01873195e	Will the Kalshi YES mid-market price for Baltimore (Baltimore vs Toronto) land in the 90-100¢ bucket at game start (2026-06-05)?
Sooth_QGen#bd06bf60d23a	Will the Kalshi YES mid-market price for Toronto (Toronto vs Atlanta) land in the 60-70¢ bucket at game start (2026-06-03)?
Sooth_QGen#bd2481b2e1c7	Will the Kalshi YES mid-market price for Chicago WS (Atlanta vs Chicago WS) land in the 20-30¢ bucket at game start (2026-06-09)?
Sooth_QGen#bd2b10dadce5	Will the Kalshi YES mid-market price for Milwaukee (St. Louis vs Milwaukee) land in the 40-50¢ bucket at game start (2026-05-27)?
Sooth_QGen#bd36a359eb4f	Will the Kalshi YES mid-market price for Alexander Zverev (Will Alexander Zverev win the Mensik vs Zverev: Semifinal match) land in the 90-100¢ bucket at game start (2026-06-05)?
Sooth_QGen#bd3bbce0f0ef	Will the Kalshi YES mid-market price for Texas (Texas vs St. Louis) land in the 50-60¢ bucket at game start (2026-06-03)?
Sooth_QGen#bd3bc6a89d6e	Will the Kalshi YES mid-market price for Miami (Tampa Bay vs Miami) land in the 30-40¢ bucket at game start (2026-06-07)?
Sooth_QGen#bd595cf6defa	Will the Kalshi YES mid-market price for Los Angeles A (Houston vs Los Angeles A) land in the 40-50¢ bucket at game start (2026-06-09)?
Sooth_QGen#bd6074e5fa88	Will the Kalshi YES mid-market price for San Francisco (San Francisco vs Chicago C) land in the 60-70¢ bucket at game start (2026-06-05)?
Sooth_QGen#bd6de77fb9bf	Will the Kalshi YES mid-market price for Cincinnati (Will Cincinnati win the Tampa Bay vs Cincinnati Pro Football game) land in the 80-90¢ bucket at game start (2026-09-13)?
Sooth_QGen#bd7222cf441b	Will the Kalshi YES mid-market price for San Francisco (San Francisco vs Chicago C) land in the 40-50¢ bucket at game start (2026-06-05)?
Sooth_QGen#bd77a09f5bec	Will the Kalshi YES mid-market price for Baltimore (Seattle vs Baltimore) land in the 0-10¢ bucket at game start (2026-06-10)?
Sooth_QGen#bd77b571a34f	Will the Kalshi YES mid-market price for Seattle (New York M vs Seattle) land in the 50-60¢ bucket at game start (2026-06-03)?
Sooth_QGen#bd7c8c0c6e96	Will the Kalshi YES mid-market price for New York M (New York M vs San Diego) land in the 20-30¢ bucket at game start (2026-06-07)?
Sooth_QGen#bd802b0336ee	Will the Kalshi YES mid-market price for St. Louis (St. Louis vs Minnesota) land in the 80-90¢ bucket at game start (2026-06-14)?
Sooth_QGen#bd88f5ee20e7	Will the Kalshi YES mid-market price for Green Bay (Will Green Bay win the Green Bay vs Minnesota Pro Football game) land in the 20-30¢ bucket at game start (2026-09-13)?
Sooth_QGen#bd8c5b1d49b7	Will the Kalshi YES mid-market price for Kansas City (Texas vs Kansas City) land in the 40-50¢ bucket at game start (2026-06-10)?
Sooth_QGen#bd9f09020df7	Will the Kalshi YES mid-market price for Washington (San Diego vs Washington) land in the 40-50¢ bucket at game start (2026-05-30)?
Sooth_QGen#bda9f8374680	Will the Kalshi YES mid-market price for Toronto (Baltimore vs Toronto) land in the 60-70¢ bucket at game start (2026-06-05)?
Sooth_QGen#bdb0d064b6b7	Will the Kalshi YES mid-market price for New York Y (Boston vs New York Y) land in the 80-90¢ bucket at game start (2026-06-06)?
Sooth_QGen#bdb1b5ad9b65	Will the Kalshi YES mid-market price for Detroit (Detroit vs Cleveland) land in the 30-40¢ bucket at game start (2026-06-12)?
Sooth_QGen#bdc6a835e329	Will the Kalshi YES mid-market price for Toronto (Philadelphia vs Toronto) land in the 0-10¢ bucket at game start (2026-06-08)?
Sooth_QGen#bdc9f9797da4	Will the Kalshi YES mid-market price for Detroit (Detroit vs Tampa Bay) land in the 30-40¢ bucket at game start (2026-06-02)?
Sooth_QGen#bddc499d5dbe	Will the Kalshi YES mid-market price for A's (A's vs Chicago C) land in the 10-20¢ bucket at game start (2026-06-05)?
Sooth_QGen#bde015030098	Will the Kalshi YES mid-market price for Milwaukee (San Francisco vs Milwaukee) land in the 20-30¢ bucket at game start (2026-06-02)?
Sooth_QGen#bde701e2b42d	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs San Diego) land in the 20-30¢ bucket at game start (2026-05-27)?
Sooth_QGen#bdf1d0bcfd38	Will the Kalshi YES mid-market price for CAR Hurricanes (Game 6: Carolina at Vegas) land in the 20-30¢ bucket at game start (2026-06-15)?
Sooth_QGen#bdf485337b73	Will the Kalshi YES mid-market price for Cleveland (Boston vs Cleveland) land in the 20-30¢ bucket at game start (2026-05-30)?
Sooth_QGen#bdff9d36d22a	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Pittsburgh) land in the 40-50¢ bucket at game start (2026-06-10)?
Sooth_QGen#be09d2b1db4a	Will the Kalshi YES mid-market price for Colorado (Milwaukee vs Colorado) land in the 90-100¢ bucket at game start (2026-06-07)?
Sooth_QGen#be0da07b0036	Will the Kalshi YES mid-market price for Los Angeles A (Tampa Bay vs Los Angeles A) land in the 90-100¢ bucket at game start (2026-06-14)?
Sooth_QGen#be2d98a7c1cb	Will the Kalshi YES mid-market price for Seattle (Seattle vs Detroit) land in the 10-20¢ bucket at game start (2026-06-05)?
Sooth_QGen#be3a8d5d81ef	Will the Kalshi YES mid-market price for Miami (Tampa Bay vs Miami) land in the 20-30¢ bucket at game start (2026-06-07)?
Sooth_QGen#be4a0a61f921	Will the Kalshi YES mid-market price for San Francisco (Washington vs San Francisco) land in the 40-50¢ bucket at game start (2026-06-10)?
Sooth_QGen#be4df1a124cc	Will the Kalshi YES mid-market price for Miami (Will Miami win the Miami vs Las Vegas Pro Football game) land in the 30-40¢ bucket at game start (2026-09-13)?
